age,monthly_income,credit_utilization_ratio,loan_amount,loan_duration_months,num_late_payments,existing_loans_count,account_tenure_years,employment_type,education_level,marital_status,region,customer_financial_statement,default_risk,sentiment,sentiment_score,financial_stress_level,risk_category
59,6200.0,0.55,25000.0,60,2,2,9,Salaried,Bachelor,Married,Rural,"My financial situation is comfortable, and I foresee no issues with repayment.",0,neutral,0.6488711833953857,Low,Low Risk
67,4000.0,0.25,8000.0,12,0,0,17,Unemployed,Diploma,Divorced,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
36,19500.0,0.9,49000.0,60,9,5,7,Salaried,Master,Married,Suburban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
41,8200.0,0.32,20000.0,36,0,1,10,Self-Employed,Bachelor,Single,Urban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
29,2100.0,0.85,30000.0,60,6,3,2,Unemployed,High School,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
50,11000.0,0.18,15000.0,24,0,0,18,Salaried,Master,Married,Suburban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
33,5300.0,0.6,28000.0,48,3,2,4,Self-Employed,Diploma,Divorced,Urban,I'm going through a tough financial period and really need this support.,0,neutral,0.6586728692054749,Low,Low Risk
22,3700.0,0.42,11000.0,24,0,0,1,Salaried,Bachelor,Single,Rural,I'm eager to build my credit and demonstrate financial maturity.,0,positive,0.8152245283126831,Low,Low Risk
55,12500.0,0.88,46000.0,60,7,4,10,Self-Employed,Master,Married,Suburban,"With several late payments, I'm hoping this new structure can save my credit.",1,positive,0.9170271158218384,Low,Low Risk
48,8000.0,0.2,15000.0,24,0,1,12,Salaried,Bachelor,Divorced,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
28,2600.0,0.99,38000.0,60,8,5,3,Unemployed,Diploma,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
63,3800.0,0.3,7000.0,12,0,0,17,Self-Employed,High School,Married,Suburban,"My income is steady, and I'm very confident in meeting my obligations.",0,positive,0.5921218991279602,Low,Low Risk
39,18000.0,0.9,42000.0,48,7,4,9,Salaried,Master,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
42,7000.0,0.28,15000.0,24,0,0,11,Salaried,Bachelor,Married,Urban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
23,2000.0,0.82,20000.0,48,5,3,1,Student,High School,Single,Suburban,"I am between jobs/a student, making loan repayments a stretch but necessary.",1,neutral,0.8181125521659851,Low,Low Risk
59,6200.0,0.55,25000.0,60,2,2,9,Salaried,Bachelor,Married,Rural,"My financial situation is comfortable, and I foresee no issues with repayment.",0,neutral,0.6488711833953857,Low,Low Risk
67,4000.0,0.25,8000.0,12,0,0,17,Unemployed,Diploma,Divorced,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
36,19500.0,0.9,49000.0,60,9,5,7,Salaried,Master,Married,Suburban,My finances are in a critical state; this loan is my last resort to get organized.,1,neutral,0.5976386666297913,Low,Low Risk
41,8200.0,0.32,20000.0,36,0,1,10,Self-Employed,Bachelor,Single,Urban,I am financially stable and looking for this loan to achieve a specific goal.,0,positive,0.7215092182159424,Low,Low Risk
29,2100.0,0.85,30000.0,60,6,3,2,Unemployed,High School,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
50,11000.0,0.18,15000.0,24,0,0,18,Salaried,Master,Married,Suburban,My finances are strong and I have a significant disposable income.,0,neutral,0.7107406854629517,Low,Low Risk
33,5300.0,0.6,28000.0,48,3,2,4,Self-Employed,Diploma,Divorced,Urban,I'm going through a tough financial period and really need this support.,0,neutral,0.6586728692054749,Low,Low Risk
22,3700.0,0.42,11000.0,24,0,0,1,Salaried,Bachelor,Single,Rural,I'm eager to build my credit and demonstrate financial maturity.,0,positive,0.8152245283126831,Low,Low Risk
55,12500.0,0.88,46000.0,60,7,4,10,Self-Employed,Master,Married,Suburban,"With several late payments, I'm hoping this new structure can save my credit.",1,positive,0.9170271158218384,Low,Low Risk
48,8000.0,0.2,15000.0,24,0,1,12,Salaried,Bachelor,Divorced,Urban,I've maintained an excellent credit history for many years.,0,positive,0.6394060254096985,Low,Low Risk
28,2600.0,0.99,38000.0,60,8,5,3,Unemployed,Diploma,Single,Rural,"My current debts are overwhelming, and my income makes it hard to keep up.",1,negative,0.9365943074226379,High,High Risk
41,9550.21,0.28,25000.0,48,0,1,15,Salaried,Bachelor,Married,Suburban,"My financial situation is secure, and I'm looking for a favorable loan.",0,positive,0.8618146181106567,Low,Low Risk
30,2890.55,0.91,28905.5,60,4,3,3,Self-Employed,High School,Single,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
55,12100.75,0.15,18000.0,36,0,0,18,Salaried,Master,Married,Suburban,My financial records reflect a history of responsible borrowing and repayment.,0,neutral,0.7265352606773376,Low,Low Risk
25,1900.0,0.82,19000.0,48,6,4,1,Student,Diploma,Single,Urban,I've faced unexpected expenses recently and am struggling to keep up with payments.,1,negative,0.9589728116989136,High,High Risk
48,7200.0,0.35,10000.0,24,1,1,10,Salaried,Bachelor,Married,Urban,I have a stable income and manage my finances diligently.,0,neutral,0.8957147598266602,Low,Low Risk
38,3500.0,0.95,30000.0,60,8,5,4,Unemployed,High School,Divorced,Rural,"Due to job loss, my finances are currently unstable.",1,negative,0.9507823586463928,High,High Risk
62,15000.0,0.2,35000.0,60,0,1,20,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
33,4100.0,0.77,25000.0,48,3,2,5,Self-Employed,Diploma,Single,Urban,I'm trying to manage significant outstanding debt and high interest rates.,1,negative,0.6494269967079163,Medium,Watchlist
29,6800.0,0.3,12000.0,36,0,1,7,Salaried,Bachelor,Single,Urban,I consistently pay my bills on time and maintain a good credit score.,0,positive,0.5602283477783203,Low,Low Risk
50,2000.0,0.88,20000.0,60,7,3,2,Unemployed,High School,Divorced,Rural,"My financial history shows some challenges, but I'm working to improve.",1,positive,0.7929157018661499,Low,Low Risk
36,5900.0,0.4,8000.0,24,0,0,9,Salaried,Diploma,Married,Suburban,I'm seeking to consolidate existing debt to a lower interest rate.,0,neutral,0.8453271389007568,Low,Low Risk
23,1800.0,0.99,18000.0,48,5,2,1,Student,High School,Single,Urban,I need this loan to cover essential living costs as my current funds are insufficient.,1,neutral,0.8427467942237854,Low,Low Risk
49,10500.0,0.22,28000.0,60,0,1,17,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
42,3100.0,0.85,20000.0,60,4,3,3,Self-Employed,High School,Divorced,Urban,I've had a few late payments due to medical emergencies.,1,negative,0.9631537795066833,High,High Risk
58,13000.0,0.18,20000.0,36,0,0,19,Salaried,Bachelor,Married,Suburban,I have an excellent credit history and minimal outstanding debt.,0,neutral,0.7610616683959961,Low,Low Risk
27,2200.0,0.79,22000.0,48,5,4,2,Salaried,High School,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
31,7800.0,0.33,15000.0,36,0,1,8,Salaried,Bachelor,Single,Suburban,"My financial situation is secure, and I'm looking for a favorable loan.",0,positive,0.8618146181106567,Low,Low Risk
46,1600.0,0.9,16000.0,60,9,5,0,Unemployed,High School,Divorced,Rural,I've faced unexpected expenses recently and am struggling to keep up with payments.,1,negative,0.9589728116989136,High,High Risk
39,8900.0,0.25,20000.0,48,0,1,11,Self-Employed,Master,Married,Urban,I consistently pay my bills on time and maintain a good credit score.,0,positive,0.5602283477783203,Low,Low Risk
22,1500.0,0.98,15000.0,36,6,2,1,Student,Diploma,Single,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
52,11000.0,0.19,25000.0,48,0,0,16,Salaried,Bachelor,Married,Suburban,I'm looking to consolidate existing debt to a lower interest rate.,0,neutral,0.826238751411438,Low,Low Risk
35,2950.0,0.81,20000.0,60,3,3,4,Self-Employed,Diploma,Single,Urban,I'm trying to manage significant outstanding debt and high interest rates.,1,negative,0.6494269967079163,Medium,Watchlist
60,18000.0,0.12,40000.0,60,0,1,20,Salaried,Master,Married,Suburban,My financial records reflect a history of responsible borrowing and repayment.,0,neutral,0.7265352606773376,Low,Low Risk
49,1500.0,0.94,15000.0,48,7,4,1,Unemployed,High School,Divorced,Rural,"Due to job loss, my finances are currently unstable.",1,negative,0.9507823586463928,High,High Risk
44,9000.0,0.29,17000.0,36,0,1,14,Salaried,Bachelor,Married,Urban,I have a stable income and manage my finances diligently.,0,neutral,0.8957147598266602,Low,Low Risk
28,2600.0,0.89,26000.0,60,5,3,2,Self-Employed,Diploma,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
57,14500.0,0.17,30000.0,48,0,0,19,Salaried,Master,Married,Suburban,I have an excellent credit history and minimal outstanding debt.,0,neutral,0.7610616683959961,Low,Low Risk
32,4500.0,0.75,25000.0,60,2,2,6,Salaried,Bachelor,Married,Urban,I've had a few late payments due to medical emergencies.,1,negative,0.9631537795066833,High,High Risk
65,19000.0,0.11,45000.0,60,0,0,20,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
53,1500.0,0.96,15000.0,48,10,5,0,Unemployed,High School,Divorced,Rural,"My financial history shows some challenges, but I'm working to improve.",1,positive,0.7929157018661499,Low,Low Risk
34,7000.0,0.38,10000.0,24,0,1,9,Salaried,Bachelor,Single,Urban,I'm seeking to consolidate existing debt to a lower interest rate.,0,neutral,0.8453271389007568,Low,Low Risk
24,1500.0,0.84,15000.0,36,4,2,1,Student,High School,Single,Urban,I need this loan to cover essential living costs as my current funds are insufficient.,1,neutral,0.8427467942237854,Low,Low Risk
47,10000.0,0.24,22000.0,48,0,1,13,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
37,3800.0,0.78,28000.0,60,6,4,3,Self-Employed,High School,Single,Rural,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
51,12500.0,0.16,27000.0,36,0,0,17,Salaried,Bachelor,Married,Suburban,I consistently pay my bills on time and maintain a good credit score.,0,positive,0.5602283477783203,Low,Low Risk
29,1700.0,0.93,17000.0,48,8,3,2,Salaried,Diploma,Single,Urban,I'm trying to manage significant outstanding debt and high interest rates.,1,negative,0.6494269967079163,Medium,Watchlist
32,6200.0,0.42,9000.0,24,1,1,6,Salaried,Bachelor,Single,Urban,"My financial situation is secure, and I'm looking for a favorable loan.",0,positive,0.8618146181106567,Low,Low Risk
40,1500.0,0.99,15000.0,60,9,5,0,Unemployed,Diploma,Divorced,Rural,"Due to job loss, my finances are currently unstable.",1,negative,0.9507823586463928,High,High Risk
61,16000.0,0.13,38000.0,60,0,0,20,Salaried,Master,Married,Suburban,My financial records reflect a history of responsible borrowing and repayment.,0,neutral,0.7265352606773376,Low,Low Risk
26,2000.0,0.86,20000.0,48,5,3,2,Student,High School,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
43,9800.0,0.27,23000.0,48,0,1,15,Salaried,Bachelor,Married,Suburban,I have a stable income and manage my finances diligently.,0,neutral,0.8957147598266602,Low,Low Risk
30,3300.0,0.76,20000.0,60,3,2,4,Self-Employed,Diploma,Single,Urban,I've had a few late payments due to medical emergencies.,1,negative,0.9631537795066833,High,High Risk
59,17000.0,0.14,42000.0,60,0,1,19,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
45,1500.0,0.97,15000.0,48,10,4,1,Unemployed,High School,Single,Rural,"My financial history shows some challenges, but I'm working to improve.",1,positive,0.7929157018661499,Low,Low Risk
38,7500.0,0.31,14000.0,36,0,1,10,Salaried,Bachelor,Married,Urban,I'm looking to consolidate existing debt to a lower interest rate.,0,neutral,0.826238751411438,Low,Low Risk
21,1500.0,0.9,15000.0,36,6,2,0,Student,High School,Single,Urban,I need this loan to cover essential living costs as my current funds are insufficient.,1,neutral,0.8427467942237854,Low,Low Risk
54,11500.0,0.21,26000.0,48,0,0,18,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
31,4000.0,0.83,30000.0,60,4,3,5,Self-Employed,Bachelor,Single,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
63,18500.0,0.1,48000.0,60,0,0,20,Salaried,Master,Married,Suburban,I have an excellent credit history and minimal outstanding debt.,0,neutral,0.7610616683959961,Low,Low Risk
48,1500.0,0.95,15000.0,48,8,5,0,Unemployed,Diploma,Divorced,Rural,I've faced unexpected expenses recently and am struggling to keep up with payments.,1,negative,0.9589728116989136,High,High Risk
35,8000.0,0.34,16000.0,36,0,1,10,Salaried,Bachelor,Married,Urban,I consistently pay my bills on time and maintain a good credit score.,0,positive,0.5602283477783203,Low,Low Risk
25,2300.0,0.87,23000.0,60,5,3,2,Student,High School,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
56,13500.0,0.15,32000.0,48,0,0,18,Salaried,Master,Married,Suburban,"My financial situation is secure, and I'm looking for a favorable loan.",0,positive,0.8618146181106567,Low,Low Risk
39,1500.0,0.92,15000.0,36,7,4,1,Unemployed,High School,Single,Rural,I need this loan to cover essential living costs as my current funds are insufficient.,1,neutral,0.8427467942237854,Low,Low Risk
42,8800.0,0.26,20000.0,48,0,1,13,Salaried,Bachelor,Married,Suburban,I'm seeking to consolidate existing debt to a lower interest rate.,0,neutral,0.8453271389007568,Low,Low Risk
28,3600.0,0.79,20000.0,60,4,3,3,Self-Employed,Diploma,Divorced,Urban,"My income has been inconsistent, leading to some missed due dates.",1,negative,0.9697660207748413,High,High Risk
60,19500.0,0.1,49000.0,60,0,0,20,Salaried,Master,Married,Suburban,"My current expenses are well within my budget, allowing for new financial commitments.",0,positive,0.8492642641067505,Low,Low Risk
40,1500.0,0.98,15000.0,48,10,5,0,Unemployed,High School,Divorced,Rural,"My financial history shows some challenges, but I'm working to improve.",1,positive,0.7929157018661499,Low,Low Risk
30,6500.0,0.37,11000.0,24,0,1,8,Salaried,Bachelor,Single,Urban,I have a stable income and manage my finances diligently.,0,neutral,0.8957147598266602,Low,Low Risk
23,1900.0,0.82,19000.0,36,5,2,1,Student,Diploma,Single,Urban,"My credit cards are maxed out, and I'm finding it hard to make ends meet.",1,negative,0.9445744752883911,High,High Risk
50,10800.0,0.23,24000.0,48,0,1,16,Salaried,Master,Married,Suburban,"With my steady employment, I'm confident in my ability to repay.",0,positive,0.8870497941970825,Low,Low Risk
36,3200.0,0.75,20000.0,60,3,2,5,Self-Employed,High School,Single,Urban,I'm trying to manage significant outstanding debt and high interest rates.,1,negative,0.6494269967079163,Medium,Watchlist
64,19800.0,0.1,50000.0,60,0,0,20,Salaried,Master,Married,Suburban,My financial records reflect a history of responsible borrowing and repayment.,0,neutral,0.7265352606773376,Low,Low Risk
